# Generated from Minecraft vanilla language assets.
# Format: surface<TAB>reading<TAB>category<TAB>minecraft_id<TAB>source
# Reading is a conservative candidate. Review before bulk AmiVoice registration.
桃色の下地	桃色の下地	vanilla_block	minecraft:banner.base.pink	minecraft-1.21.4
紫色の下地	紫色の下地	vanilla_block	minecraft:banner.base.purple	minecraft-1.21.4
赤色の下地	赤色の下地	vanilla_block	minecraft:banner.base.red	minecraft-1.21.4
白色の下地	白色の下地	vanilla_block	minecraft:banner.base.white	minecraft-1.21.4
黄色の下地	黄色の下地	vanilla_block	minecraft:banner.base.yellow	minecraft-1.21.4
黒色の縁取り	黒色の縁取り	vanilla_block	minecraft:banner.border.black	minecraft-1.21.4
青色の縁取り	青色の縁取り	vanilla_block	minecraft:banner.border.blue	minecraft-1.21.4
茶色の縁取り	茶色の縁取り	vanilla_block	minecraft:banner.border.brown	minecraft-1.21.4
青緑色の縁取り	青緑色の縁取り	vanilla_block	minecraft:banner.border.cyan	minecraft-1.21.4
灰色の縁取り	灰色の縁取り	vanilla_block	minecraft:banner.border.gray	minecraft-1.21.4
緑色の縁取り	緑色の縁取り	vanilla_block	minecraft:banner.border.green	minecraft-1.21.4
空色の縁取り	空色の縁取り	vanilla_block	minecraft:banner.border.light_blue	minecraft-1.21.4
薄灰色の縁取り	薄灰色の縁取り	vanilla_block	minecraft:banner.border.light_gray	minecraft-1.21.4
黄緑色の縁取り	黄緑色の縁取り	vanilla_block	minecraft:banner.border.lime	minecraft-1.21.4
赤紫色の縁取り	赤紫色の縁取り	vanilla_block	minecraft:banner.border.magenta	minecraft-1.21.4
橙色の縁取り	橙色の縁取り	vanilla_block	minecraft:banner.border.orange	minecraft-1.21.4
桃色の縁取り	桃色の縁取り	vanilla_block	minecraft:banner.border.pink	minecraft-1.21.4
紫色の縁取り	紫色の縁取り	vanilla_block	minecraft:banner.border.purple	minecraft-1.21.4
赤色の縁取り	赤色の縁取り	vanilla_block	minecraft:banner.border.red	minecraft-1.21.4
白色の縁取り	白色の縁取り	vanilla_block	minecraft:banner.border.white	minecraft-1.21.4
黄色の縁取り	黄色の縁取り	vanilla_block	minecraft:banner.border.yellow	minecraft-1.21.4
黒色のレンガ模様	黒色のレンガ模様	vanilla_block	minecraft:banner.bricks.black	minecraft-1.21.4
青色のレンガ模様	青色のレンガ模様	vanilla_block	minecraft:banner.bricks.blue	minecraft-1.21.4
茶色のレンガ模様	茶色のレンガ模様	vanilla_block	minecraft:banner.bricks.brown	minecraft-1.21.4
青緑色のレンガ模様	青緑色のレンガ模様	vanilla_block	minecraft:banner.bricks.cyan	minecraft-1.21.4
灰色のレンガ模様	灰色のレンガ模様	vanilla_block	minecraft:banner.bricks.gray	minecraft-1.21.4
緑色のレンガ模様	緑色のレンガ模様	vanilla_block	minecraft:banner.bricks.green	minecraft-1.21.4
空色のレンガ模様	空色のレンガ模様	vanilla_block	minecraft:banner.bricks.light_blue	minecraft-1.21.4
薄灰色のレンガ模様	薄灰色のレンガ模様	vanilla_block	minecraft:banner.bricks.light_gray	minecraft-1.21.4
黄緑色のレンガ模様	黄緑色のレンガ模様	vanilla_block	minecraft:banner.bricks.lime	minecraft-1.21.4
赤紫色のレンガ模様	赤紫色のレンガ模様	vanilla_block	minecraft:banner.bricks.magenta	minecraft-1.21.4
橙色のレンガ模様	橙色のレンガ模様	vanilla_block	minecraft:banner.bricks.orange	minecraft-1.21.4
桃色のレンガ模様	桃色のレンガ模様	vanilla_block	minecraft:banner.bricks.pink	minecraft-1.21.4
紫色のレンガ模様	紫色のレンガ模様	vanilla_block	minecraft:banner.bricks.purple	minecraft-1.21.4
赤色のレンガ模様	赤色のレンガ模様	vanilla_block	minecraft:banner.bricks.red	minecraft-1.21.4
白色のレンガ模様	白色のレンガ模様	vanilla_block	minecraft:banner.bricks.white	minecraft-1.21.4
黄色のレンガ模様	黄色のレンガ模様	vanilla_block	minecraft:banner.bricks.yellow	minecraft-1.21.4
黒色の円形	黒色の円形	vanilla_block	minecraft:banner.circle.black	minecraft-1.21.4
青色の円形	青色の円形	vanilla_block	minecraft:banner.circle.blue	minecraft-1.21.4
茶色の円形	茶色の円形	vanilla_block	minecraft:banner.circle.brown	minecraft-1.21.4
青緑色の円形	青緑色の円形	vanilla_block	minecraft:banner.circle.cyan	minecraft-1.21.4
灰色の円形	灰色の円形	vanilla_block	minecraft:banner.circle.gray	minecraft-1.21.4
緑色の円形	緑色の円形	vanilla_block	minecraft:banner.circle.green	minecraft-1.21.4
空色の円形	空色の円形	vanilla_block	minecraft:banner.circle.light_blue	minecraft-1.21.4
薄灰色の円形	薄灰色の円形	vanilla_block	minecraft:banner.circle.light_gray	minecraft-1.21.4
黄緑色の円形	黄緑色の円形	vanilla_block	minecraft:banner.circle.lime	minecraft-1.21.4
赤紫色の円形	赤紫色の円形	vanilla_block	minecraft:banner.circle.magenta	minecraft-1.21.4
橙色の円形	橙色の円形	vanilla_block	minecraft:banner.circle.orange	minecraft-1.21.4
桃色の円形	桃色の円形	vanilla_block	minecraft:banner.circle.pink	minecraft-1.21.4
紫色の円形	紫色の円形	vanilla_block	minecraft:banner.circle.purple	minecraft-1.21.4
赤色の円形	赤色の円形	vanilla_block	minecraft:banner.circle.red	minecraft-1.21.4
白色の円形	白色の円形	vanilla_block	minecraft:banner.circle.white	minecraft-1.21.4
黄色の円形	黄色の円形	vanilla_block	minecraft:banner.circle.yellow	minecraft-1.21.4
黒色のクリーパー模様	黒色のクリーパー模様	vanilla_block	minecraft:banner.creeper.black	minecraft-1.21.4
青色のクリーパー模様	青色のクリーパー模様	vanilla_block	minecraft:banner.creeper.blue	minecraft-1.21.4
茶色のクリーパー模様	茶色のクリーパー模様	vanilla_block	minecraft:banner.creeper.brown	minecraft-1.21.4
青緑色のクリーパー模様	青緑色のクリーパー模様	vanilla_block	minecraft:banner.creeper.cyan	minecraft-1.21.4
灰色のクリーパー模様	灰色のクリーパー模様	vanilla_block	minecraft:banner.creeper.gray	minecraft-1.21.4
緑色のクリーパー模様	緑色のクリーパー模様	vanilla_block	minecraft:banner.creeper.green	minecraft-1.21.4
空色のクリーパー模様	空色のクリーパー模様	vanilla_block	minecraft:banner.creeper.light_blue	minecraft-1.21.4
薄灰色のクリーパー模様	薄灰色のクリーパー模様	vanilla_block	minecraft:banner.creeper.light_gray	minecraft-1.21.4
黄緑色のクリーパー模様	黄緑色のクリーパー模様	vanilla_block	minecraft:banner.creeper.lime	minecraft-1.21.4
赤紫色のクリーパー模様	赤紫色のクリーパー模様	vanilla_block	minecraft:banner.creeper.magenta	minecraft-1.21.4
橙色のクリーパー模様	橙色のクリーパー模様	vanilla_block	minecraft:banner.creeper.orange	minecraft-1.21.4
桃色のクリーパー模様	桃色のクリーパー模様	vanilla_block	minecraft:banner.creeper.pink	minecraft-1.21.4
紫色のクリーパー模様	紫色のクリーパー模様	vanilla_block	minecraft:banner.creeper.purple	minecraft-1.21.4
赤色のクリーパー模様	赤色のクリーパー模様	vanilla_block	minecraft:banner.creeper.red	minecraft-1.21.4
白色のクリーパー模様	白色のクリーパー模様	vanilla_block	minecraft:banner.creeper.white	minecraft-1.21.4
黄色のクリーパー模様	黄色のクリーパー模様	vanilla_block	minecraft:banner.creeper.yellow	minecraft-1.21.4
黒色の斜め十字	黒色の斜め十字	vanilla_block	minecraft:banner.cross.black	minecraft-1.21.4
青色の斜め十字	青色の斜め十字	vanilla_block	minecraft:banner.cross.blue	minecraft-1.21.4
茶色の斜め十字	茶色の斜め十字	vanilla_block	minecraft:banner.cross.brown	minecraft-1.21.4
青緑色の斜め十字	青緑色の斜め十字	vanilla_block	minecraft:banner.cross.cyan	minecraft-1.21.4
灰色の斜め十字	灰色の斜め十字	vanilla_block	minecraft:banner.cross.gray	minecraft-1.21.4
緑色の斜め十字	緑色の斜め十字	vanilla_block	minecraft:banner.cross.green	minecraft-1.21.4
空色の斜め十字	空色の斜め十字	vanilla_block	minecraft:banner.cross.light_blue	minecraft-1.21.4
薄灰色の斜め十字	薄灰色の斜め十字	vanilla_block	minecraft:banner.cross.light_gray	minecraft-1.21.4
黄緑色の斜め十字	黄緑色の斜め十字	vanilla_block	minecraft:banner.cross.lime	minecraft-1.21.4
赤紫色の斜め十字	赤紫色の斜め十字	vanilla_block	minecraft:banner.cross.magenta	minecraft-1.21.4
橙色の斜め十字	橙色の斜め十字	vanilla_block	minecraft:banner.cross.orange	minecraft-1.21.4
桃色の斜め十字	桃色の斜め十字	vanilla_block	minecraft:banner.cross.pink	minecraft-1.21.4
紫色の斜め十字	紫色の斜め十字	vanilla_block	minecraft:banner.cross.purple	minecraft-1.21.4
赤色の斜め十字	赤色の斜め十字	vanilla_block	minecraft:banner.cross.red	minecraft-1.21.4
白色の斜め十字	白色の斜め十字	vanilla_block	minecraft:banner.cross.white	minecraft-1.21.4
黄色の斜め十字	黄色の斜め十字	vanilla_block	minecraft:banner.cross.yellow	minecraft-1.21.4
黒色の山形波の縁取り	黒色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.black	minecraft-1.21.4
青色の山形波の縁取り	青色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.blue	minecraft-1.21.4
茶色の山形波の縁取り	茶色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.brown	minecraft-1.21.4
青緑色の山形波の縁取り	青緑色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.cyan	minecraft-1.21.4
灰色の山形波の縁取り	灰色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.gray	minecraft-1.21.4
緑色の山形波の縁取り	緑色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.green	minecraft-1.21.4
空色の山形波の縁取り	空色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.light_blue	minecraft-1.21.4
薄灰色の山形波の縁取り	薄灰色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.light_gray	minecraft-1.21.4
黄緑色の山形波の縁取り	黄緑色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.lime	minecraft-1.21.4
赤紫色の山形波の縁取り	赤紫色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.magenta	minecraft-1.21.4
橙色の山形波の縁取り	橙色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.orange	minecraft-1.21.4
桃色の山形波の縁取り	桃色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.pink	minecraft-1.21.4
紫色の山形波の縁取り	紫色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.purple	minecraft-1.21.4
赤色の山形波の縁取り	赤色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.red	minecraft-1.21.4
白色の山形波の縁取り	白色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.white	minecraft-1.21.4
黄色の山形波の縁取り	黄色の山形波の縁取り	vanilla_block	minecraft:banner.curly_border.yellow	minecraft-1.21.4
左上半に黒色の斜め分割	左上半に黒色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.black	minecraft-1.21.4
左上半に青色の斜め分割	左上半に青色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.blue	minecraft-1.21.4
左上半に茶色の斜め分割	左上半に茶色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.brown	minecraft-1.21.4
左上半に青緑色の斜め分割	左上半に青緑色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.cyan	minecraft-1.21.4
左上半に灰色の斜め分割	左上半に灰色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.gray	minecraft-1.21.4
左上半に緑色の斜め分割	左上半に緑色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.green	minecraft-1.21.4
左上半に空色の斜め分割	左上半に空色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.light_blue	minecraft-1.21.4
左上半に薄灰色の斜め分割	左上半に薄灰色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.light_gray	minecraft-1.21.4
左上半に黄緑色の斜め分割	左上半に黄緑色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.lime	minecraft-1.21.4
左上半に赤紫色の斜め分割	左上半に赤紫色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.magenta	minecraft-1.21.4
左上半に橙色の斜め分割	左上半に橙色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.orange	minecraft-1.21.4
左上半に桃色の斜め分割	左上半に桃色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.pink	minecraft-1.21.4
左上半に紫色の斜め分割	左上半に紫色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.purple	minecraft-1.21.4
左上半に赤色の斜め分割	左上半に赤色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.red	minecraft-1.21.4
左上半に白色の斜め分割	左上半に白色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.white	minecraft-1.21.4
左上半に黄色の斜め分割	左上半に黄色の斜め分割	vanilla_block	minecraft:banner.diagonal_left.yellow	minecraft-1.21.4
右上半に黒色の斜め分割	右上半に黒色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.black	minecraft-1.21.4
右上半に青色の斜め分割	右上半に青色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.blue	minecraft-1.21.4
右上半に茶色の斜め分割	右上半に茶色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.brown	minecraft-1.21.4
右上半に青緑色の斜め分割	右上半に青緑色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.cyan	minecraft-1.21.4
右上半に灰色の斜め分割	右上半に灰色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.gray	minecraft-1.21.4
右上半に緑色の斜め分割	右上半に緑色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.green	minecraft-1.21.4
右上半に空色の斜め分割	右上半に空色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.light_blue	minecraft-1.21.4
右上半に薄灰色の斜め分割	右上半に薄灰色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.light_gray	minecraft-1.21.4
右上半に黄緑色の斜め分割	右上半に黄緑色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.lime	minecraft-1.21.4
右上半に赤紫色の斜め分割	右上半に赤紫色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.magenta	minecraft-1.21.4
右上半に橙色の斜め分割	右上半に橙色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.orange	minecraft-1.21.4
右上半に桃色の斜め分割	右上半に桃色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.pink	minecraft-1.21.4
右上半に紫色の斜め分割	右上半に紫色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.purple	minecraft-1.21.4
右上半に赤色の斜め分割	右上半に赤色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.red	minecraft-1.21.4
右上半に白色の斜め分割	右上半に白色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.white	minecraft-1.21.4
右上半に黄色の斜め分割	右上半に黄色の斜め分割	vanilla_block	minecraft:banner.diagonal_right.yellow	minecraft-1.21.4
左下半に黒色の斜め分割	左下半に黒色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.black	minecraft-1.21.4
左下半に青色の斜め分割	左下半に青色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.blue	minecraft-1.21.4
左下半に茶色の斜め分割	左下半に茶色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.brown	minecraft-1.21.4
左下半に青緑色の斜め分割	左下半に青緑色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.cyan	minecraft-1.21.4
左下半に灰色の斜め分割	左下半に灰色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.gray	minecraft-1.21.4
左下半に緑色の斜め分割	左下半に緑色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.green	minecraft-1.21.4
左下半に空色の斜め分割	左下半に空色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.light_blue	minecraft-1.21.4
左下半に薄灰色の斜め分割	左下半に薄灰色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.light_gray	minecraft-1.21.4
左下半に黄緑色の斜め分割	左下半に黄緑色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.lime	minecraft-1.21.4
左下半に赤紫色の斜め分割	左下半に赤紫色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.magenta	minecraft-1.21.4
左下半に橙色の斜め分割	左下半に橙色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.orange	minecraft-1.21.4
左下半に桃色の斜め分割	左下半に桃色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.pink	minecraft-1.21.4
左下半に紫色の斜め分割	左下半に紫色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.purple	minecraft-1.21.4
左下半に赤色の斜め分割	左下半に赤色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.red	minecraft-1.21.4
左下半に白色の斜め分割	左下半に白色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.white	minecraft-1.21.4
左下半に黄色の斜め分割	左下半に黄色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_left.yellow	minecraft-1.21.4
右下半に黒色の斜め分割	右下半に黒色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.black	minecraft-1.21.4
右下半に青色の斜め分割	右下半に青色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.blue	minecraft-1.21.4
右下半に茶色の斜め分割	右下半に茶色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.brown	minecraft-1.21.4
右下半に青緑色の斜め分割	右下半に青緑色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.cyan	minecraft-1.21.4
右下半に灰色の斜め分割	右下半に灰色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.gray	minecraft-1.21.4
右下半に緑色の斜め分割	右下半に緑色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.green	minecraft-1.21.4
右下半に空色の斜め分割	右下半に空色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.light_blue	minecraft-1.21.4
右下半に薄灰色の斜め分割	右下半に薄灰色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.light_gray	minecraft-1.21.4
右下半に黄緑色の斜め分割	右下半に黄緑色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.lime	minecraft-1.21.4
右下半に赤紫色の斜め分割	右下半に赤紫色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.magenta	minecraft-1.21.4
右下半に橙色の斜め分割	右下半に橙色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.orange	minecraft-1.21.4
右下半に桃色の斜め分割	右下半に桃色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.pink	minecraft-1.21.4
右下半に紫色の斜め分割	右下半に紫色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.purple	minecraft-1.21.4
右下半に赤色の斜め分割	右下半に赤色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.red	minecraft-1.21.4
右下半に白色の斜め分割	右下半に白色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.white	minecraft-1.21.4
右下半に黄色の斜め分割	右下半に黄色の斜め分割	vanilla_block	minecraft:banner.diagonal_up_right.yellow	minecraft-1.21.4
黒色の渦巻き模様	黒色の渦巻き模様	vanilla_block	minecraft:banner.flow.black	minecraft-1.21.4
青色の渦巻き模様	青色の渦巻き模様	vanilla_block	minecraft:banner.flow.blue	minecraft-1.21.4
茶色の渦巻き模様	茶色の渦巻き模様	vanilla_block	minecraft:banner.flow.brown	minecraft-1.21.4
青緑色の渦巻き模様	青緑色の渦巻き模様	vanilla_block	minecraft:banner.flow.cyan	minecraft-1.21.4
灰色の渦巻き模様	灰色の渦巻き模様	vanilla_block	minecraft:banner.flow.gray	minecraft-1.21.4
緑色の渦巻き模様	緑色の渦巻き模様	vanilla_block	minecraft:banner.flow.green	minecraft-1.21.4
空色の渦巻き模様	空色の渦巻き模様	vanilla_block	minecraft:banner.flow.light_blue	minecraft-1.21.4
薄灰色の渦巻き模様	薄灰色の渦巻き模様	vanilla_block	minecraft:banner.flow.light_gray	minecraft-1.21.4
黄緑色の渦巻き模様	黄緑色の渦巻き模様	vanilla_block	minecraft:banner.flow.lime	minecraft-1.21.4
赤紫色の渦巻き模様	赤紫色の渦巻き模様	vanilla_block	minecraft:banner.flow.magenta	minecraft-1.21.4
橙色の渦巻き模様	橙色の渦巻き模様	vanilla_block	minecraft:banner.flow.orange	minecraft-1.21.4
桃色の渦巻き模様	桃色の渦巻き模様	vanilla_block	minecraft:banner.flow.pink	minecraft-1.21.4
紫色の渦巻き模様	紫色の渦巻き模様	vanilla_block	minecraft:banner.flow.purple	minecraft-1.21.4
赤色の渦巻き模様	赤色の渦巻き模様	vanilla_block	minecraft:banner.flow.red	minecraft-1.21.4
白色の渦巻き模様	白色の渦巻き模様	vanilla_block	minecraft:banner.flow.white	minecraft-1.21.4
黄色の渦巻き模様	黄色の渦巻き模様	vanilla_block	minecraft:banner.flow.yellow	minecraft-1.21.4
黒色の花模様	黒色の花模様	vanilla_block	minecraft:banner.flower.black	minecraft-1.21.4
青色の花模様	青色の花模様	vanilla_block	minecraft:banner.flower.blue	minecraft-1.21.4
茶色の花模様	茶色の花模様	vanilla_block	minecraft:banner.flower.brown	minecraft-1.21.4
青緑色の花模様	青緑色の花模様	vanilla_block	minecraft:banner.flower.cyan	minecraft-1.21.4
灰色の花模様	灰色の花模様	vanilla_block	minecraft:banner.flower.gray	minecraft-1.21.4
緑色の花模様	緑色の花模様	vanilla_block	minecraft:banner.flower.green	minecraft-1.21.4
